Calendar Year,Payer,Delivery System,Grouper,Birth Characteristic, Number of Births 
2016,Medi-Cal,Fee-for-Service,Maternal Nativity,U.S.-Born,34966
2016,Medi-Cal,Fee-for-Service,Maternal Nativity,Unknown Nativity,75
2016,Medi-Cal,Managed Care,Maternal Nativity,Foreign-Born,33464
2016,Medi-Cal,Managed Care,Maternal Nativity,U.S.-Born,111765
2016,Medi-Cal,Managed Care,Maternal Nativity,Unknown Nativity,78
2016,Non-Medi-Cal,Other Coverage,Maternal Nativity,Foreign-Born,22615
2016,Non-Medi-Cal,Other Coverage,Maternal Nativity,U.S.-Born,16767
2016,Non-Medi-Cal,Other Coverage,Maternal Nativity,Unknown Nativity,39
2016,Non-Medi-Cal,Private Insurance,Maternal Nativity,Foreign-Born,62218
2016,Non-Medi-Cal,Private Insurance,Maternal Nativity,U.S.-Born,134254
2016,Non-Medi-Cal,Private Insurance,Maternal Nativity,Unknown Nativity,153
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,African-American,3918
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,American Indian/Alaska Native,234
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Asian,5638
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,368
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hispanic,74843
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Other/Unknown Race,1817
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Two or More Race Categories,1507
2016,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,White,9970
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,African-American,12484
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,American Indian/Alaska Native,709
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Asian,10674
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,683
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hispanic,85359
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Other/Unknown Race,3316
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Two or More Race Categories,4499
2016,Medi-Cal,Managed Care,Maternal Race/Ethnicity,White,27583
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,African-American,1706
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,American Indian/Alaska Native,120
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Asian,14020
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,152
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hispanic,12562
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Other/Unknown Race,1009
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Two or More Race Categories,800
2016,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,White,9052
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,African-American,5145
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,American Indian/Alaska Native,386
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Asian,40679
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,533
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hispanic,53184
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Other/Unknown Race,8541
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Two or More Race Categories,6874
2016,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,White,81283
2016,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Primary,14478
2016,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Repeat,17625
2016,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal,64717
2016,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal After Previous Cesarean,1475
2016,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Primary,21475
2016,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,23955
2016,Medi-Cal,Managed Care,Method of Delivery,Vaginal,98056
2016,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,1821
2016,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,6982
2016,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,6212
2016,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,25890
2016,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,337
2016,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,38100
2016,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,25755
2016,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,129861
2016,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,2909
2016,Medi-Cal,Fee-for-Service,Parity Status,First-Born,27116
2016,Medi-Cal,Fee-for-Service,Parity Status,One Previous Birth,25956
2016,Medi-Cal,Fee-for-Service,Parity Status,Two or More Previous Births,45223
2016,Medi-Cal,Fee-for-Service,Parity Status,Unknown Parity,0
2016,Medi-Cal,Managed Care,Parity Status,First-Born,43915
2016,Medi-Cal,Managed Care,Parity Status,One Previous Birth,40351
2016,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,61041
2016,Medi-Cal,Managed Care,Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,15320
2016,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,12404
2016,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,11697
2016,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,77358
2016,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,63444
2016,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,55823
2016,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,0
2016,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,First Trimester Initiation,76107
2016,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,No Prenatal Care,916
2016,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Second Trimester Initiation,15054
2016,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Third Trimester Initiation,4595
2016,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Unknown Prenatal Care,1623
2016,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,111548
2016,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,1443
2016,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,24426
2016,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,5129
2016,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,2761
2016,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,30492
2016,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,418
2016,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,4309
2016,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,3404
2016,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,798
2016,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,178363
2016,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,123
2016,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,13560
2016,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,2094
2016,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,2485
2016,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Normal Weight,36193
2016,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,54368
2016,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Underweight,2973
2016,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Unknown Weight,4761
2016,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,52843
2016,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,80479
2016,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,5207
2016,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,6778
2016,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,16687
2016,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,10910
2016,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,2570
2016,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,9254
2016,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,101177
2016,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,79928
2016,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,6806
2016,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,8714
2016,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Multiple Birth,2548
2016,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Singleton Birth,95747
2016,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,3800
2016,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,141507
2016,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1295
2016,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,38126
2016,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,7631
2016,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,188994
2016,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Non-Smoker,94720
2016,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Smoker,1951
2016,Medi-Cal,Fee-for-Service,Smoking Status,Unknown Smoking Status,1624
2016,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,136109
2016,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,6432
2016,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,2766
2016,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,31799
2016,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,395
2016,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,7227
2016,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,190375
2016,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,1823
2016,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,4427
2016,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Non-Substance User,95496
2016,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Substance User,2147
2016,Medi-Cal,Fee-for-Service,Substance Use Status,Unknown Substance Use Status,652
2016,Medi-Cal,Managed Care,Substance Use Status,Maternal Non-Substance User,136702
2016,Medi-Cal,Managed Care,Substance Use Status,Maternal Substance User,7233
2016,Medi-Cal,Managed Care,Substance Use Status,Unknown Substance Use Status,1372
2016,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Non-Substance User,31861
2016,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Substance User,446
2016,Non-Medi-Cal,Other Coverage,Substance Use Status,Unknown Substance Use Status,7114
2016,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Non-Substance User,190715
2016,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Substance User,1569
2016,Non-Medi-Cal,Private Insurance,Substance Use Status,Unknown Substance Use Status,4341
2016,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Birthweight >=1,500g",97062
2016,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,Unknown Birthweight,12
2016,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1221
2016,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",143582
2016,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,18
2016,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1707
2016,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",39053
2016,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,10
2016,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",358
2016,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",194651
2016,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,14
2016,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1960
2016,Medi-Cal,Fee-for-Service,Very Preterm Status,Gestation >=32 Weeks,94531
2016,Medi-Cal,Fee-for-Service,Very Preterm Status,Unknown Gestation,2348
2016,Medi-Cal,Fee-for-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1416
2016,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,139627
2016,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,3728
2016,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1952
2016,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,38041
2016,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,956
2016,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),424
2016,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,191375
2016,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,3102
2016,Non-Medi-Cal,Private Insurance,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2148
2017,Medi-Cal,Fee-For-Service,Birthweight Range,Low Birthweight,5890
2017,Medi-Cal,Fee-For-Service,Birthweight Range,Normal Birthweight,78118
2017,Medi-Cal,Fee-For-Service,Birthweight Range,Unknown Birthweight,8
2017,Medi-Cal,Managed Care,Birthweight Range,Low Birthweight,10781
2017,Medi-Cal,Managed Care,Birthweight Range,Normal Birthweight,137153
2017,Medi-Cal,Managed Care,Birthweight Range,Unknown Birthweight,27
2017,Non-Medi-Cal,Other Coverage,Birthweight Range,Low Birthweight,2576
2017,Non-Medi-Cal,Other Coverage,Birthweight Range,Normal Birthweight,39077
2017,Non-Medi-Cal,Other Coverage,Birthweight Range,Unknown Birthweight,13
2017,Non-Medi-Cal,Private Insurance,Birthweight Range,Low Birthweight,12668
2017,Non-Medi-Cal,Private Insurance,Birthweight Range,Normal Birthweight,177919
2017,Non-Medi-Cal,Private Insurance,Birthweight Range,Unknown Birthweight,23
2017,Medi-Cal,Fee-For-Service,Diabetes Status,Diabetes Diagnosis,11140
2017,Medi-Cal,Fee-For-Service,Diabetes Status,No Diabetes Diagnosis,72266
2017,Medi-Cal,Fee-For-Service,Diabetes Status,Unknown Diabetes Status,610
2017,Medi-Cal,Managed Care,Diabetes Status,Diabetes Diagnosis,15784
2017,Medi-Cal,Managed Care,Diabetes Status,No Diabetes Diagnosis,131358
2017,Medi-Cal,Managed Care,Diabetes Status,Unknown Diabetes Status,819
2017,Non-Medi-Cal,Other Coverage,Diabetes Status,Diabetes Diagnosis,3491
2017,Non-Medi-Cal,Other Coverage,Diabetes Status,No Diabetes Diagnosis,30504
2017,Non-Medi-Cal,Other Coverage,Diabetes Status,Unknown Diabetes Status,7671
2017,Non-Medi-Cal,Private Insurance,Diabetes Status,Diabetes Diagnosis,24132
2017,Non-Medi-Cal,Private Insurance,Diabetes Status,No Diabetes Diagnosis,161598
2017,Non-Medi-Cal,Private Insurance,Diabetes Status,Unknown Diabetes Status,4880
2017,Medi-Cal,Fee-For-Service,Hypertension Status,Hypertension Diagnosis,8987
2017,Medi-Cal,Fee-For-Service,Hypertension Status,No Hypertension Diagnosis,74419
2017,Medi-Cal,Fee-For-Service,Hypertension Status,Unknown Hypertension Status,610
2017,Medi-Cal,Managed Care,Hypertension Status,Hypertension Diagnosis,16467
2017,Medi-Cal,Managed Care,Hypertension Status,No Hypertension Diagnosis,130675
2017,Medi-Cal,Managed Care,Hypertension Status,Unknown Hypertension Status,819
2017,Non-Medi-Cal,Other Coverage,Hypertension Status,Hypertension Diagnosis,2597
2017,Non-Medi-Cal,Other Coverage,Hypertension Status,No Hypertension Diagnosis,31398
2017,Non-Medi-Cal,Other Coverage,Hypertension Status,Unknown Hypertension Status,7671
2017,Non-Medi-Cal,Private Insurance,Hypertension Status,Hypertension Diagnosis,21806
2017,Non-Medi-Cal,Private Insurance,Hypertension Status,No Hypertension Diagnosis,163924
2017,Non-Medi-Cal,Private Insurance,Hypertension Status,Unknown Hypertension Status,4880
2017,Medi-Cal,Fee-For-Service,Length of Gestation,Normal Gestation (>=37 Weeks),74531
2017,Medi-Cal,Fee-For-Service,Length of Gestation,Preterm Delivery (<37 Weeks),7725
2017,Medi-Cal,Fee-For-Service,Length of Gestation,Unknown Gestation,1760
2017,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),130750
2017,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),13638
2017,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,3573
2017,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),37408
2017,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),3287
2017,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,971
2017,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),172551
2017,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),15413
2017,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,2646
2017,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 17 and Younger,871
2017,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 18-19,2921
2017,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 20-24,17445
2017,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 25-29,24159
2017,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 30-34,21670
2017,Medi-Cal,Fee-For-Service,Maternal Age Group,Ages 35 and Older,16950
2017,Medi-Cal,Fee-For-Service,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,3014
2017,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,8880
2017,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,41817
2017,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,46691
2017,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,29472
2017,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,18087
2017,Medi-Cal,Managed Care,Maternal Age Group,Invalid Age,0
2017,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 17 and Younger,707
2017,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 18-19,1261
2017,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 20-24,6514
2017,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,11345
2017,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,12555
2017,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,9275
2017,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,9
2017,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,297
2017,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,969
2017,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,10698
2017,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,40837
2017,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,76254
2017,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,61553
2017,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,2
2017,Medi-Cal,Fee-For-Service,Maternal Education Status,Bachelor's Degree or Higher,7876
