Calendar Year,Payer,Method of Delivery,Grouper,Birth Characteristic, Number of Births 
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,109
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,778
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,184
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1173
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2071
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,2
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,99
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,4
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,653
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,14
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,921
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,149
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,95
2016,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,1311
2017,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,574
2017,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,1923
2017,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,8885
2017,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,9425
2017,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6936
2017,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,5664
2017,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,3427
2017,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,11678
2017,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,6361
2017,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,10403
2017,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,1538
2017,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,12224
2017,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,21161
2017,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,22
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,2917
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,120
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,2379
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,147
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,20732
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,702
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,940
2017,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,5470
2017,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,36
2017,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,345
2017,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,5630
2017,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,12390
2017,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,11649
2017,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,9170
2017,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,2855
2017,Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,13337
2017,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,10534
2017,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,10795
2017,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1699
2017,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,17031
2017,Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,22171
2017,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,18
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,2995
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,184
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,2299
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,161
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,26393
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,675
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,876
2017,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,5637
2017,Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,3271
2017,Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,9498
2017,Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,44131
2017,Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,47861
2017,Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,31479
2017,Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,19406
2017,Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,12357
2017,Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,55887
2017,Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,35793
2017,Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,44780
2017,Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,6829
2017,Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,58796
2017,Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,96757
2017,Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,93
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,9721
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,612
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,10670
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,630
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,102891
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,2955
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,3793
2017,Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,24374
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,4
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,35
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,616
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,1174
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1078
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,797
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,358
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,1112
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,1080
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,1020
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,134
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1898
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,1802
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,4
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,308
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,9
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,279
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,34
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,2415
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,53
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,82
2017,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,524
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,156
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,344
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,2811
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,9137
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,16451
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,14848
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,2
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,25350
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,4828
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,950
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,10012
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,2609
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,15974
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,27743
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,32
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,1620
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,94
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,10594
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,128
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,11481
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,2031
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,1507
2017,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,16294
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,9
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,38
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,860
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,4482
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,11604
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,13991
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,1
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,15911
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,4023
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,1281
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,7927
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1843
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,12696
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,18268
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,21
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1048
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,77
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,7475
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,106
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,9574
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,1396
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,847
2017,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,10462
2017,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,838
2017,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,1839
2017,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,13431
2017,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,37964
2017,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,59340
2017,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,40691
2017,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,7
2017,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,84238
2017,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,20398
2017,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,4725
2017,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,36400
2017,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,8349
2017,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,52904
2017,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,101074
2017,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,132
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,4111
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,347
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,34856
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,465
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,43433
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,6251
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,5319
2017,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,59328
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,1
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,9
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,110
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,599
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1414
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,1298
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,1
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,1877
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,411
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,126
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,827
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,191
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1194
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,2234
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,4
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,116
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,5
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,702
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,15
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,1075
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,151
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,103
2017,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,1265
2018,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,507
2018,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,1664
2018,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,7866
2018,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,9064
2018,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6899
2018,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,5390
2018,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2018,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,3340
2018,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,10922
2018,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,5811
2018,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,9781
2018,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,1536
2018,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,11149
2018,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,20212
2018,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,29
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,2573
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,125
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,2321
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,137
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,19243
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,823
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,817
2018,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,5351
2018,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,27
2018,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,266
2018,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,4789
2018,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,11444
2018,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,11279
2018,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,8867
2018,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2018,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,2652
2018,Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,12466
2018,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,9590
2018,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,10212
2018,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1752
2018,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,15708
2018,Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,20942
2018,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,22
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,2715
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,186
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,2099
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,172
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,24634
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,809
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,746
2018,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,5311
2018,Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,2949
2018,Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,8821
2018,Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,40789
2018,Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,46082
2018,Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,30911
2018,Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,19194
2018,Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,0
2018,Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,12186
2018,Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,53996
2018,Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,32395
2018,Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,42985
2018,Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,7184
2018,Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,54744
