Calendar Year,Payer,Birthweight Range,Grouper,Birth Characteristic,Number of Births
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,4
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,4
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,6
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,12
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,7
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,8
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,25
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,9
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,3
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,10
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2014,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,6
2014,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,6
2014,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,11
2014,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,16
2014,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2014,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2014,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,10
2014,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,10
2014,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,13
2014,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,9
2014,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,24
2014,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2014,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,20
2014,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,13
2014,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2014,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,20
2014,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,13
2015,Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,2047
2015,Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,14574
2015,Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,220
2015,Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,4275
2015,Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,12346
2015,Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,220
2015,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,438
2015,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,1058
2015,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,4360
2015,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,4501
2015,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,3620
2015,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,2864
2015,Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,0
2015,Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,4561
2015,Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,5765
2015,Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,4729
2015,Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,1062
2015,Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,724
2015,Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,6174
2015,Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,10642
2015,Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,25
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,1987
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,73
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,1186
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,73
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,10371
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,290
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,455
2015,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,2406
2015,Medi-Cal,Low Birthweight,Parity Status,First-Born,5086
2015,Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4124
2015,Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,7631
2015,Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,0
2015,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,888
2015,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,6284
2015,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,8597
2015,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,1072
2015,Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,3297
2015,Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,13544
2015,Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,887
2015,Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,15503
2015,Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,451
2015,Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,954
2015,Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,15667
2015,Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,220
2015,Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,23226
2015,Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,201294
2015,Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,2165
2015,Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,17345
2015,Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,207175
2015,Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,2165
2015,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,4995
2015,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,13939
2015,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,62873
2015,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,66907
2015,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,47912
2015,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,30059
2015,Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,0
2015,Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,61009
2015,Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,79374
2015,Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,61484
2015,Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,15792
2015,Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,9026
2015,Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,92297
2015,Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,134270
2015,Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,118
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,14421
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,942
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,14418
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1017
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,152165
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3511
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,5058
2015,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,35153
2015,Medi-Cal,Normal Birthweight,Parity Status,First-Born,67232
2015,Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,61662
2015,Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,97791
2015,Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,0
2015,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,7360
2015,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,84901
2015,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,123578
2015,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,10846
2015,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,2669
2015,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,224016
2015,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,7631
2015,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,214937
2015,Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,4117
2015,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,5675
2015,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,218845
2015,Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,2165
2015,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,4
2015,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,29
2015,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,1
2015,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,1
2015,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,32
2015,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,1
2015,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2015,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,2
2015,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,6
2015,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,9
2015,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,11
2015,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,6
2015,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2015,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,6
2015,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,12
2015,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,12
2015,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,2
2015,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,2
2015,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,12
2015,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,22
2015,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,2
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,1
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,25
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,0
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2015,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,6
2015,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,15
2015,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,6
2015,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,13
2015,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2015,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,2
2015,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,5
2015,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,24
2015,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,3
2015,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,8
2015,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,26
2015,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,2
2015,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,31
2015,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,1
2015,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,1
2015,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,32
2015,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,1
2015,Non-Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,2450
2015,Non-Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,12294
2015,Non-Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,1060
2015,Non-Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,4139
2015,Non-Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,10605
2015,Non-Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,1060
2015,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,81
2015,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,190
2015,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,1195
2015,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,3120
2015,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,5593
2015,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,5624
2015,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,1
2015,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,530
2015,Non-Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,2102
2015,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,3810
2015,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8332
2015,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,1030
2015,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,5850
2015,Non-Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,9942
2015,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,12
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,740
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,32
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,3966
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,66
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,4475
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,739
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,548
2015,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,5238
2015,Non-Medi-Cal,Low Birthweight,Parity Status,First-Born,6297
2015,Non-Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4779
2015,Non-Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,4728
2015,Non-Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,721
2015,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,7513
2015,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,5909
2015,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,1661
2015,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,5009
2015,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,10795
2015,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,166
2015,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,14550
2015,Non-Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,1088
2015,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,141
2015,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,14603
2015,Non-Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,1060
2015,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,23157
2015,Non-Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,187044
2015,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,11222
2015,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,16708
2015,Non-Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,193493
2015,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,11222
2015,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,1010
2015,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,2227
2015,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,18214
2015,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,52394
2015,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,84881
2015,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,62695
2015,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,2
2015,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,6821
2015,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,30291
2015,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,55626
2015,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,117834
2015,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,10851
2015,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,77245
2015,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,144036
2015,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,142
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,6162
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,519
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,48699
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,717
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,63496
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,6751
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,7010
2015,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,88069
2015,Non-Medi-Cal,Normal Birthweight,Parity Status,First-Born,86199
2015,Non-Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,71913
2015,Non-Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,63311
2015,Non-Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,0
2015,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,8525
2015,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,111861
2015,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,83309
