Calendar Year,Aid Category,Grouper ,Birth Characteristic,Number of Births 
2016,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Birthweight >=1,500g",24866
2016,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,Unknown Birthweight,6
2016,ACA Expansion Adult Age 19 to 64,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",379
2016,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Gestation >=32 Weeks,24149
2016,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Unknown Gestation,681
2016,ACA Expansion Adult Age 19 to 64,Very Preterm Status,Very Preterm Delivery (<32 Weeks),421
2016,Adoption/Foster Care,Birthweight Range,Low Birthweight,64
2016,Adoption/Foster Care,Birthweight Range,Normal Birthweight,974
2016,Adoption/Foster Care,Birthweight Range,Unknown Birthweight,0
2016,Adoption/Foster Care,Diabetes Status,Diabetes Diagnosis,53
2016,Adoption/Foster Care,Diabetes Status,No Diabetes Diagnosis,974
2016,Adoption/Foster Care,Diabetes Status,Unknown Diabetes Status,11
2016,Adoption/Foster Care,Hypertension Status,Hypertension Diagnosis,109
2016,Adoption/Foster Care,Hypertension Status,No Hypertension Diagnosis,918
2016,Adoption/Foster Care,Hypertension Status,Unknown Hypertension Status,11
2016,Adoption/Foster Care,Length of Gestation,Normal Gestation (>=37 Weeks),934
2016,Adoption/Foster Care,Length of Gestation,Preterm Delivery (<37 Weeks),74
2016,Adoption/Foster Care,Length of Gestation,Unknown Gestation,30
2016,Adoption/Foster Care,Method of Delivery,Cesarean-Primary,183
2016,Adoption/Foster Care,Method of Delivery,Cesarean-Repeat,70
2016,Adoption/Foster Care,Method of Delivery,Vaginal,779
2016,Adoption/Foster Care,Method of Delivery,Vaginal After Previous Cesarean,6
2016,Adoption/Foster Care,Prenatal Care Initiation,First Trimester Initiation,734
2016,Adoption/Foster Care,Prenatal Care Initiation,No Prenatal Care,15
2016,Adoption/Foster Care,Prenatal Care Initiation,Second Trimester Initiation,198
2016,Adoption/Foster Care,Prenatal Care Initiation,Third Trimester Initiation,63
2016,Adoption/Foster Care,Prenatal Care Initiation,Unknown Prenatal Care,28
2016,Adoption/Foster Care,Pre-Pregnancy Weight,Normal Weight,465
2016,Adoption/Foster Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,467
2016,Adoption/Foster Care,Pre-Pregnancy Weight,Underweight,50
2016,Adoption/Foster Care,Pre-Pregnancy Weight,Unknown Weight,56
2016,Adoption/Foster Care,Smoking Status,Maternal Non-Smoker,955
2016,Adoption/Foster Care,Smoking Status,Maternal Smoker,63
2016,Adoption/Foster Care,Smoking Status,Unknown Smoking Status,20
2016,Adoption/Foster Care,Substance Use Status,Maternal Non-Substance User,941
2016,Adoption/Foster Care,Substance Use Status,Maternal Substance User,86
2016,Adoption/Foster Care,Substance Use Status,Unknown Substance Use Status,11
2016,Adoption/Foster Care,Very Low Birthweight Status,"Birthweight >=1,500g",1028
2016,Adoption/Foster Care,Very Low Birthweight Status,Unknown Birthweight,0
2016,Adoption/Foster Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",10
2016,Adoption/Foster Care,Very Preterm Status,Gestation >=32 Weeks,997
2016,Adoption/Foster Care,Very Preterm Status,Unknown Gestation,30
2016,Adoption/Foster Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),11
2016,Blind/Disabled,Birthweight Range,Low Birthweight,461
2016,Blind/Disabled,Birthweight Range,Normal Birthweight,2778
2016,Blind/Disabled,Birthweight Range,Unknown Birthweight,0
2016,Blind/Disabled,Diabetes Status,Diabetes Diagnosis,414
2016,Blind/Disabled,Diabetes Status,No Diabetes Diagnosis,2818
2016,Blind/Disabled,Diabetes Status,Unknown Diabetes Status,7
2016,Blind/Disabled,Hypertension Status,Hypertension Diagnosis,571
2016,Blind/Disabled,Hypertension Status,No Hypertension Diagnosis,2661
2016,Blind/Disabled,Hypertension Status,Unknown Hypertension Status,7
2016,Blind/Disabled,Length of Gestation,Normal Gestation (>=37 Weeks),2638
2016,Blind/Disabled,Length of Gestation,Preterm Delivery (<37 Weeks),475
2016,Blind/Disabled,Length of Gestation,Unknown Gestation,126
2016,Blind/Disabled,Method of Delivery,Cesarean-Primary,668
2016,Blind/Disabled,Method of Delivery,Cesarean-Repeat,733
2016,Blind/Disabled,Method of Delivery,Vaginal,1794
2016,Blind/Disabled,Method of Delivery,Vaginal After Previous Cesarean,44
2016,Blind/Disabled,Prenatal Care Initiation,First Trimester Initiation,2310
2016,Blind/Disabled,Prenatal Care Initiation,No Prenatal Care,101
2016,Blind/Disabled,Prenatal Care Initiation,Second Trimester Initiation,594
2016,Blind/Disabled,Prenatal Care Initiation,Third Trimester Initiation,136
2016,Blind/Disabled,Prenatal Care Initiation,Unknown Prenatal Care,98
2016,Blind/Disabled,Pre-Pregnancy Weight,Normal Weight,1065
2016,Blind/Disabled,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1833
2016,Blind/Disabled,Pre-Pregnancy Weight,Underweight,134
2016,Blind/Disabled,Pre-Pregnancy Weight,Unknown Weight,207
2016,Blind/Disabled,Smoking Status,Maternal Non-Smoker,2795
2016,Blind/Disabled,Smoking Status,Maternal Smoker,373
2016,Blind/Disabled,Smoking Status,Unknown Smoking Status,71
2016,Blind/Disabled,Substance Use Status,Maternal Non-Substance User,2746
2016,Blind/Disabled,Substance Use Status,Maternal Substance User,486
2016,Blind/Disabled,Substance Use Status,Unknown Substance Use Status,7
2016,Blind/Disabled,Very Low Birthweight Status,"Birthweight >=1,500g",3145
2016,Blind/Disabled,Very Low Birthweight Status,Unknown Birthweight,0
2016,Blind/Disabled,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",94
2016,Blind/Disabled,Very Preterm Status,Gestation >=32 Weeks,3020
2016,Blind/Disabled,Very Preterm Status,Unknown Gestation,126
2016,Blind/Disabled,Very Preterm Status,Very Preterm Delivery (<32 Weeks),93
2016,Families,Birthweight Range,Low Birthweight,9568
2016,Families,Birthweight Range,Normal Birthweight,122558
2016,Families,Birthweight Range,Unknown Birthweight,15
2016,Families,Diabetes Status,Diabetes Diagnosis,13798
2016,Families,Diabetes Status,No Diabetes Diagnosis,117186
2016,Families,Diabetes Status,Unknown Diabetes Status,1157
2016,Families,Hypertension Status,Hypertension Diagnosis,12905
2016,Families,Hypertension Status,No Hypertension Diagnosis,118079
2016,Families,Hypertension Status,Unknown Hypertension Status,1157
2016,Families,Length of Gestation,Normal Gestation (>=37 Weeks),116797
2016,Families,Length of Gestation,Preterm Delivery (<37 Weeks),11976
2016,Families,Length of Gestation,Unknown Gestation,3368
2016,Families,Method of Delivery,Cesarean-Primary,17951
2016,Families,Method of Delivery,Cesarean-Repeat,24381
2016,Families,Method of Delivery,Vaginal,88015
2016,Families,Method of Delivery,Vaginal After Previous Cesarean,1794
2016,Families,Prenatal Care Initiation,First Trimester Initiation,100693
2016,Families,Prenatal Care Initiation,No Prenatal Care,1504
2016,Families,Prenatal Care Initiation,Second Trimester Initiation,22056
2016,Families,Prenatal Care Initiation,Third Trimester Initiation,5279
2016,Families,Prenatal Care Initiation,Unknown Prenatal Care,2609
2016,Families,Pre-Pregnancy Weight,Normal Weight,46719
2016,Families,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,74678
2016,Families,Pre-Pregnancy Weight,Underweight,4536
2016,Families,Pre-Pregnancy Weight,Unknown Weight,6208
2016,Families,Smoking Status,Maternal Non-Smoker,123566
2016,Families,Smoking Status,Maternal Smoker,6144
2016,Families,Smoking Status,Unknown Smoking Status,2431
2016,Families,Substance Use Status,Maternal Non-Substance User,124193
2016,Families,Substance Use Status,Maternal Substance User,6791
2016,Families,Substance Use Status,Unknown Substance Use Status,1157
2016,Families,Very Low Birthweight Status,"Birthweight >=1,500g",130559
2016,Families,Very Low Birthweight Status,Unknown Birthweight,15
2016,Families,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1567
2016,Families,Very Preterm Status,Gestation >=32 Weeks,126951
2016,Families,Very Preterm Status,Unknown Gestation,3368
2016,Families,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1822
2016,Medically Indigent Child & Minor Consent,Birthweight Range,Low Birthweight,18
2016,Medically Indigent Child & Minor Consent,Birthweight Range,Normal Birthweight,350
2016,Medically Indigent Child & Minor Consent,Birthweight Range,Unknown Birthweight,0
2016,Medically Indigent Child & Minor Consent,Diabetes Status,Diabetes Diagnosis,12
2016,Medically Indigent Child & Minor Consent,Diabetes Status,No Diabetes Diagnosis,351
2016,Medically Indigent Child & Minor Consent,Diabetes Status,Unknown Diabetes Status,5
2016,Medically Indigent Child & Minor Consent,Hypertension Status,Hypertension Diagnosis,30
2016,Medically Indigent Child & Minor Consent,Hypertension Status,No Hypertension Diagnosis,333
2016,Medically Indigent Child & Minor Consent,Hypertension Status,Unknown Hypertension Status,5
2016,Medically Indigent Child & Minor Consent,Length of Gestation,Normal Gestation (>=37 Weeks),335
2016,Medically Indigent Child & Minor Consent,Length of Gestation,Preterm Delivery (<37 Weeks),28
2016,Medically Indigent Child & Minor Consent,Length of Gestation,Unknown Gestation,5
2016,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Primary,55
2016,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Repeat,4
2016,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal,309
2016,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal After Previous Cesarean,0
2016,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,First Trimester Initiation,247
2016,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,No Prenatal Care,5
2016,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Second Trimester Initiation,80
2016,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Third Trimester Initiation,32
2016,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Unknown Prenatal Care,4
2016,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Normal Weight,199
2016,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,131
2016,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Underweight,21
2016,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Unknown Weight,17
2016,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Non-Smoker,350
2016,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Smoker,11
2016,Medically Indigent Child & Minor Consent,Smoking Status,Unknown Smoking Status,7
2016,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Non-Substance User,354
2016,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Substance User,9
2016,Medically Indigent Child & Minor Consent,Substance Use Status,Unknown Substance Use Status,5
2016,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Birthweight >=1,500g",366
2016,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,Unknown Birthweight,0
2016,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",2
2016,Medically Indigent Child & Minor Consent,Very Preterm Status,Gestation >=32 Weeks,359
2016,Medically Indigent Child & Minor Consent,Very Preterm Status,Unknown Gestation,5
2016,Medically Indigent Child & Minor Consent,Very Preterm Status,Very Preterm Delivery (<32 Weeks),4
2016,Other,Birthweight Range,Low Birthweight,535
2016,Other,Birthweight Range,Normal Birthweight,6681
2016,Other,Birthweight Range,Unknown Birthweight,0
2016,Other,Diabetes Status,Diabetes Diagnosis,270
2016,Other,Diabetes Status,No Diabetes Diagnosis,6874
2016,Other,Diabetes Status,Unknown Diabetes Status,72
2016,Other,Hypertension Status,Hypertension Diagnosis,685
2016,Other,Hypertension Status,No Hypertension Diagnosis,6459
2016,Other,Hypertension Status,Unknown Hypertension Status,72
2016,Other,Length of Gestation,Normal Gestation (>=37 Weeks),6389
2016,Other,Length of Gestation,Preterm Delivery (<37 Weeks),619
2016,Other,Length of Gestation,Unknown Gestation,208
2016,Other,Method of Delivery,Cesarean-Primary,1065
2016,Other,Method of Delivery,Cesarean-Repeat,266
2016,Other,Method of Delivery,Vaginal,5851
2016,Other,Method of Delivery,Vaginal After Previous Cesarean,34
2016,Other,Prenatal Care Initiation,First Trimester Initiation,4879
2016,Other,Prenatal Care Initiation,No Prenatal Care,104
2016,Other,Prenatal Care Initiation,Second Trimester Initiation,1620
2016,Other,Prenatal Care Initiation,Third Trimester Initiation,484
2016,Other,Prenatal Care Initiation,Unknown Prenatal Care,129
2016,Other,Pre-Pregnancy Weight,Normal Weight,3589
2016,Other,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2819
2016,Other,Pre-Pregnancy Weight,Underweight,440
2016,Other,Pre-Pregnancy Weight,Unknown Weight,368
2016,Other,Smoking Status,Maternal Non-Smoker,6967
2016,Other,Smoking Status,Maternal Smoker,122
2016,Other,Smoking Status,Unknown Smoking Status,127
2016,Other,Substance Use Status,Maternal Non-Substance User,6980
2016,Other,Substance Use Status,Maternal Substance User,164
2016,Other,Substance Use Status,Unknown Substance Use Status,72
2016,Other,Very Low Birthweight Status,"Birthweight >=1,500g",7131
2016,Other,Very Low Birthweight Status,Unknown Birthweight,0
2016,Other,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",85
2016,Other,Very Preterm Status,Gestation >=32 Weeks,6912
2016,Other,Very Preterm Status,Unknown Gestation,208
2016,Other,Very Preterm Status,Very Preterm Delivery (<32 Weeks),96
2016,Pregnancy Pathway (Not Undocumented),Birthweight Range,Low Birthweight,1691
2016,Pregnancy Pathway (Not Undocumented),Birthweight Range,Normal Birthweight,23739
2016,Pregnancy Pathway (Not Undocumented),Birthweight Range,Unknown Birthweight,5
2016,Pregnancy Pathway (Not Undocumented),Diabetes Status,Diabetes Diagnosis,2802
2016,Pregnancy Pathway (Not Undocumented),Diabetes Status,No Diabetes Diagnosis,22415
2016,Pregnancy Pathway (Not Undocumented),Diabetes Status,Unknown Diabetes Status,218
2016,Pregnancy Pathway (Not Undocumented),Hypertension Status,Hypertension Diagnosis,2506
2016,Pregnancy Pathway (Not Undocumented),Hypertension Status,No Hypertension Diagnosis,22711
2016,Pregnancy Pathway (Not Undocumented),Hypertension Status,Unknown Hypertension Status,218
2016,Pregnancy Pathway (Not Undocumented),Length of Gestation,Normal Gestation (>=37 Weeks),22890
2016,Pregnancy Pathway (Not Undocumented),Length of Gestation,Preterm Delivery (<37 Weeks),2007
2016,Pregnancy Pathway (Not Undocumented),Length of Gestation,Unknown Gestation,538
2016,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Primary,4565
2016,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Repeat,3415
2016,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal,17157
2016,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal After Previous Cesarean,298
2016,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,First Trimester Initiation,20298
2016,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,No Prenatal Care,104
2016,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Second Trimester Initiation,3947
2016,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Third Trimester Initiation,741
2016,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Unknown Prenatal Care,345
2016,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Normal Weight,9921
2016,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,13658
2016,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Underweight,836
2016,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Unknown Weight,1020
2016,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Non-Smoker,24458
2016,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Smoker,607
2016,Pregnancy Pathway (Not Undocumented),Smoking Status,Unknown Smoking Status,370
2016,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Non-Substance User,24656
2016,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Substance User,561
2016,Pregnancy Pathway (Not Undocumented),Substance Use Status,Unknown Substance Use Status,218
2016,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Birthweight >=1,500g",25102
2016,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,Unknown Birthweight,5
2016,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",328
2016,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Gestation >=32 Weeks,24534
2016,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Unknown Gestation,538
