Calendar Year,Grouper,Birth Characteristic,Geographic Region, Number of Births , Annotation Code , Annotation Description 
2016,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,37,,
2016,Maternal Race/Ethnicity,American Indian/Alaska Native,Sierra Range/Foothills,46,,
2016,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,79,,
2016,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2016,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,0,,
2016,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,936,,
2016,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2016,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,0,,
2016,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,177,,
2016,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1951,,
2016,Aid Category,ACA Expansion Adult Age 19 to 64,Southern California,7037,,
2016,Aid Category,Blind and Persons with Disabilities,Southern California,710,,
2016,Aid Category,Families,Southern California,38370,,
2016,Aid Category,Medically Indigent Child & Minor Consent,Southern California,86,,
2016,Aid Category,Other,Southern California,2462,,
2016,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,7842,,
2016,Aid Category,Undocumented,Southern California,11399,,
2016,Maternal Age Group,Ages 17 and Younger,Southern California,1279,,
2016,Maternal Age Group,Ages 18-19,Southern California,3752,,
2016,Maternal Age Group,Ages 20-24,Southern California,18820,,
2016,Maternal Age Group,Ages 25-29,Southern California,20446,,
2016,Maternal Age Group,Ages 30-34,Southern California,14242,,
2016,Maternal Age Group,Ages 35 and Older,Southern California,9367,,
2016,Maternal Race/Ethnicity,African-American,Southern California,4002,,
2016,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,182,,
2016,Maternal Race/Ethnicity,Asian,Southern California,2989,,
2016,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,255,,
2016,Maternal Race/Ethnicity,Hispanic,Southern California,46291,,
2016,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,2443,,
2016,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1588,,
2016,Maternal Race/Ethnicity,White,Southern California,10156,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Bay Area,2558,,
2017,Aid Category,Blind and Persons with Disabilities,Bay Area,368,,
2017,Aid Category,Families,Bay Area,12943,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,12,,
2017,Aid Category,Other,Bay Area,751,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,3379,,
2017,Aid Category,Undocumented,Bay Area,6372,,
2017,Maternal Age Group,Ages 17 and Younger,Bay Area,332,,
2017,Maternal Age Group,Ages 18-19,Bay Area,1066,,
2017,Maternal Age Group,Ages 20-24,Bay Area,5566,,
2017,Maternal Age Group,Ages 25-29,Bay Area,7798,,
2017,Maternal Age Group,Ages 30-34,Bay Area,6614,,
2017,Maternal Age Group,Ages 35 and Older,Bay Area,5007,,
2017,Maternal Race/Ethnicity,African-American,Bay Area,2587,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,65,,
2017,Maternal Race/Ethnicity,Asian,Bay Area,3654,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,287,,
2017,Maternal Race/Ethnicity,Hispanic,Bay Area,14235,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,1097,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,857,,
2017,Maternal Race/Ethnicity,White,Bay Area,3601,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Central Coast,926,,
2017,Aid Category,Blind and Persons with Disabilities,Central Coast,89,,
2017,Aid Category,Families,Central Coast,6362,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,17,,
2017,Aid Category,Other,Central Coast,370,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,1668,,
2017,Aid Category,Undocumented,Central Coast,4305,,
2017,Maternal Age Group,Ages 17 and Younger,Central Coast,182,,
2017,Maternal Age Group,Ages 18-19,Central Coast,699,,
2017,Maternal Age Group,Ages 20-24,Central Coast,3483,,
2017,Maternal Age Group,Ages 25-29,Central Coast,4078,,
2017,Maternal Age Group,Ages 30-34,Central Coast,3107,,
2017,Maternal Age Group,Ages 35 and Older,Central Coast,2188,,
2017,Maternal Race/Ethnicity,African-American,Central Coast,106,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,20,,
2017,Maternal Race/Ethnicity,Asian,Central Coast,231,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,25,,
2017,Maternal Race/Ethnicity,Hispanic,Central Coast,11152,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,234,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,187,,
2017,Maternal Race/Ethnicity,White,Central Coast,1782,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Central Valley,3260,,
2017,Aid Category,Blind and Persons with Disabilities,Central Valley,639,,
2017,Aid Category,Families,Central Valley,27424,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,21,,
2017,Aid Category,Other,Central Valley,1559,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,4164,,
2017,Aid Category,Undocumented,Central Valley,5318,,
2017,Maternal Age Group,Ages 17 and Younger,Central Valley,939,,
2017,Maternal Age Group,Ages 18-19,Central Valley,2636,,
2017,Maternal Age Group,Ages 20-24,Central Valley,12053,,
2017,Maternal Age Group,Ages 25-29,Central Valley,13059,,
2017,Maternal Age Group,Ages 30-34,Central Valley,8391,,
2017,Maternal Age Group,Ages 35 and Older,Central Valley,5307,,
2017,Maternal Race/Ethnicity,African-American,Central Valley,1980,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,182,,
2017,Maternal Race/Ethnicity,Asian,Central Valley,2745,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,76,,
2017,Maternal Race/Ethnicity,Hispanic,Central Valley,29582,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,526,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,892,,
2017,Maternal Race/Ethnicity,White,Central Valley,6402,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Far North,152,,
2017,Aid Category,Blind and Persons with Disabilities,Far North,53,,
2017,Aid Category,Families,Far North,1058,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Far North,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,Far North,0,,
2017,Aid Category,Other,Far North,57,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,273,,
2017,Aid Category,Undocumented,Far North,,2,Cell suppressed for complementary cell
2017,Aid Category,Undocumented,Far North,0,,
2017,Maternal Age Group,Ages 17 and Younger,Far North,23,,
2017,Maternal Age Group,Ages 18-19,Far North,100,,
2017,Maternal Age Group,Ages 20-24,Far North,459,,
2017,Maternal Age Group,Ages 25-29,Far North,518,,
2017,Maternal Age Group,Ages 30-34,Far North,357,,
2017,Maternal Age Group,Ages 35 and Older,Far North,163,,
2017,Maternal Race/Ethnicity,African-American,Far North,20,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Far North,64,,
2017,Maternal Race/Ethnicity,Asian,Far North,54,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,0,,
2017,Maternal Race/Ethnicity,Hispanic,Far North,188,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,2,Cell suppressed for complementary cell
2017,Maternal Race/Ethnicity,Other/Unknown Race,Far North,0,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Far North,84,,
2017,Maternal Race/Ethnicity,White,Far North,1188,,
2017,Aid Category,Blind and Persons with Disabilities,Invalid Code,0,,
2017,Aid Category,Families,Invalid Code,0,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,0,,
2017,Aid Category,Other,Invalid Code,0,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,0,,
2017,Aid Category,Undocumented,Invalid Code,0,,
2017,Maternal Age Group,Ages 17 and Younger,Invalid Code,0,,
2017,Maternal Age Group,Ages 18-19,Invalid Code,0,,
2017,Maternal Age Group,Ages 20-24,Invalid Code,0,,
2017,Maternal Age Group,Ages 25-29,Invalid Code,0,,
2017,Maternal Age Group,Ages 30-34,Invalid Code,0,,
2017,Maternal Age Group,Ages 35 and Older,Invalid Code,0,,
2017,Maternal Race/Ethnicity,African-American,Invalid Code,0,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Invalid Code,0,,
2017,Maternal Race/Ethnicity,Asian,Invalid Code,0,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,0,,
2017,Maternal Race/Ethnicity,Hispanic,Invalid Code,0,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,0,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,0,,
2017,Maternal Race/Ethnicity,White,Invalid Code,0,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Los Angeles,7259,,
2017,Aid Category,Blind and Persons with Disabilities,Los Angeles,736,,
2017,Aid Category,Families,Los Angeles,30765,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,49,,
2017,Aid Category,Other,Los Angeles,1850,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,6754,,
2017,Aid Category,Undocumented,Los Angeles,14528,,
2017,Maternal Age Group,Ages 17 and Younger,Los Angeles,1107,,
2017,Maternal Age Group,Ages 18-19,Los Angeles,2989,,
2017,Maternal Age Group,Ages 20-24,Los Angeles,15010,,
2017,Maternal Age Group,Ages 25-29,Los Angeles,18350,,
2017,Maternal Age Group,Ages 30-34,Los Angeles,14144,,
2017,Maternal Age Group,Ages 35 and Older,Los Angeles,10341,,
2017,Maternal Race/Ethnicity,African-American,Los Angeles,5672,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Los Angeles,96,,
2017,Maternal Race/Ethnicity,Asian,Los Angeles,3909,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,156,,
2017,Maternal Race/Ethnicity,Hispanic,Los Angeles,45709,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,362,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,948,,
2017,Maternal Race/Ethnicity,White,Los Angeles,5089,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,North Coast,238,,
2017,Aid Category,Blind and Persons with Disabilities,North Coast,,2,Cell suppressed for complementary cell
2017,Aid Category,Blind and Persons with Disabilities,North Coast,0,,
2017,Aid Category,Families,North Coast,1407,,
2017,Aid Category,Medically Indigent Child & Minor Consent,North Coast,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,North Coast,0,,
2017,Aid Category,Other,North Coast,58,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,308,,
2017,Aid Category,Undocumented,North Coast,188,,
2017,Maternal Age Group,Ages 17 and Younger,North Coast,25,,
2017,Maternal Age Group,Ages 18-19,North Coast,117,,
2017,Maternal Age Group,Ages 20-24,North Coast,650,,
2017,Maternal Age Group,Ages 25-29,North Coast,689,,
2017,Maternal Age Group,Ages 30-34,North Coast,483,,
2017,Maternal Age Group,Ages 35 and Older,North Coast,283,,
2017,Maternal Race/Ethnicity,African-American,North Coast,32,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,North Coast,168,,
2017,Maternal Race/Ethnicity,Asian,North Coast,72,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,0,,
2017,Maternal Race/Ethnicity,Hispanic,North Coast,649,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,,2,Cell suppressed for complementary cell
2017,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,0,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,120,,
2017,Maternal Race/Ethnicity,White,North Coast,1173,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Sacramento Valley,1634,,
2017,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,,2,Cell suppressed for complementary cell
2017,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,0,,
2017,Aid Category,Families,Sacramento Valley,9656,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,0,,
2017,Aid Category,Other,Sacramento Valley,405,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,1989,,
2017,Aid Category,Undocumented,Sacramento Valley,1383,,
2017,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,214,,
2017,Maternal Age Group,Ages 18-19,Sacramento Valley,714,,
2017,Maternal Age Group,Ages 20-24,Sacramento Valley,4077,,
2017,Maternal Age Group,Ages 25-29,Sacramento Valley,4898,,
2017,Maternal Age Group,Ages 30-34,Sacramento Valley,3473,,
2017,Maternal Age Group,Ages 35 and Older,Sacramento Valley,2033,,
2017,Maternal Race/Ethnicity,African-American,Sacramento Valley,1601,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Sacramento Valley,107,,
2017,Maternal Race/Ethnicity,Asian,Sacramento Valley,1918,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,188,,
2017,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,5513,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,189,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,871,,
2017,Maternal Race/Ethnicity,White,Sacramento Valley,5022,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Sierra Range/Foothills,452,,
2017,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2017,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,0,,
2017,Aid Category,Families,Sierra Range/Foothills,1842,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2017,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,0,,
2017,Aid Category,Other,Sierra Range/Foothills,91,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,566,,
2017,Aid Category,Undocumented,Sierra Range/Foothills,254,,
2017,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,36,,
2017,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,140,,
2017,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,854,,
2017,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,1012,,
2017,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,749,,
2017,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,467,,
2017,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,30,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Sierra Range/Foothills,54,,
2017,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,68,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,12,,
2017,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,910,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,31,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,186,,
2017,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1967,,
2017,Aid Category,ACA Expansion Adult Age 19 to 64,Southern California,6258,,
2017,Aid Category,Blind and Persons with Disabilities,Southern California,639,,
2017,Aid Category,Families,Southern California,37861,,
2017,Aid Category,Medically Indigent Child & Minor Consent,Southern California,51,,
2017,Aid Category,Other,Southern California,2050,,
2017,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,8473,,
2017,Aid Category,Undocumented,Southern California,9665,,
2017,Maternal Age Group,Ages 17 and Younger,Southern California,1027,,
2017,Maternal Age Group,Ages 18-19,Southern California,3340,,
2017,Maternal Age Group,Ages 20-24,Southern California,17110,,
2017,Maternal Age Group,Ages 25-29,Southern California,20448,,
2017,Maternal Age Group,Ages 30-34,Southern California,13824,,
2017,Maternal Age Group,Ages 35 and Older,Southern California,9248,,
2017,Maternal Race/Ethnicity,African-American,Southern California,3913,,
2017,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,169,,
2017,Maternal Race/Ethnicity,Asian,Southern California,2976,,
2017,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,223,,
2017,Maternal Race/Ethnicity,Hispanic,Southern California,44493,,
2017,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,1896,,
2017,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1546,,
2017,Maternal Race/Ethnicity,White,Southern California,9781,,
2018,Aid Category,ACA Expansion Adult Age 19 to 64,Bay Area,2271,,
2018,Aid Category,Blind and Persons with Disabilities,Bay Area,326,,
2018,Aid Category,Families,Bay Area,12374,,
2018,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,12,,
2018,Aid Category,Other,Bay Area,749,,
2018,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,3834,,
2018,Aid Category,Undocumented,Bay Area,5466,,
2018,Maternal Age Group,Ages 17 and Younger,Bay Area,304,,
2018,Maternal Age Group,Ages 18-19,Bay Area,1014,,
2018,Maternal Age Group,Ages 20-24,Bay Area,5243,,
2018,Maternal Age Group,Ages 25-29,Bay Area,7298,,
2018,Maternal Age Group,Ages 30-34,Bay Area,6329,,
2018,Maternal Age Group,Ages 35 and Older,Bay Area,4844,,
2018,Maternal Race/Ethnicity,African-American,Bay Area,2362,,
2018,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,90,,
