Calendar Year,Payer,Very Preterm Status,Grouper,Birth Characteristic, Number of Births 
2016,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,3348
2016,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,234
2016,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,428
2016,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,3396
2016,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,234
2016,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,35
2016,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,57
2016,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,312
2016,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,935
2016,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1437
2016,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1276
2016,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,6
2016,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,1874
2016,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,668
2016,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,163
2016,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,935
2016,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,418
2016,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1511
2016,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,2532
2016,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,15
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,121
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,7
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,886
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,11
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,1259
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,186
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,121
2016,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1467
2016,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,1518
2016,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1321
2016,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1219
2016,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1703
2016,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1290
2016,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,148
2016,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,917
2016,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,207
2016,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,3851
2016,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,3769
2016,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,33
2016,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,256
2016,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,3761
2016,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,63
2016,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,234
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,417
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,1941
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,214
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,635
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,1723
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,214
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,19
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,33
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,171
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,523
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,928
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,898
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,1152
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,374
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,110
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,707
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,229
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,896
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,1669
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,7
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,145
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,6
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,505
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,13
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,797
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,184
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,107
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,815
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,944
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,793
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,835
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,999
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1171
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,80
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,322
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,825
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,1747
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,2320
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,31
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,221
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,2318
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,40
2016,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,214
2017,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,25993
2017,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,196115
2017,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,1363
2017,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,24054
2017,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,198054
2017,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,1363
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,3717
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,11346
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,57164
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,68309
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,49302
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,33633
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,18452
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,78854
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,51914
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,64751
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,9500
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,87094
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,136265
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,112
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,15121
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,879
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,15070
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,925
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,147146
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,4149
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,5444
2017,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,34737
2017,Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,64836
2017,Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,60269
2017,Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,98366
2017,Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,0
2017,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,80779
2017,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,129499
2017,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,7343
2017,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,5850
2017,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,5179
2017,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,218292
2017,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,214217
2017,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,7257
2017,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,1997
2017,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,212927
2017,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,9181
2017,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,1363
2017,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,482
2017,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,4809
2017,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,42
2017,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,532
2017,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,4759
2017,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,42
2017,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,120
2017,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,297
2017,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1430
2017,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1647
2017,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1097
2017,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,742
2017,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,329
2017,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,2080
2017,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,1086
2017,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1347
2017,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,491
2017,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1793
2017,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,3523
2017,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,17
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,393
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,34
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,385
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,35
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,3361
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,139
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,138
2017,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,848
2017,Medi-Cal,Unknown Gestation,Parity Status,First-Born,1505
2017,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1437
2017,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,2391
2017,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,0
2017,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1732
2017,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2441
2017,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,170
2017,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,990
2017,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,145
2017,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,5188
2017,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,4997
2017,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,259
2017,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,77
2017,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,4828
2017,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,463
2017,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,42
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,449
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2700
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,24
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,868
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,2281
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,24
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,48
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,158
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,668
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,894
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,743
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,662
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,216
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,1080
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,768
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,900
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,209
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1062
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2103
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,8
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,427
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,12
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,172
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,12
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,1924
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,97
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,109
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,420
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,904
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,718
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,1551
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,0
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1058
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1845
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,101
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,169
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,607
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,2566
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,2986
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,139
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,48
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,2825
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,324
2017,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,24
2017,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,26786
2017,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,187277
2017,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,11990
2017,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,23354
2017,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,190709
2017,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,11990
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,959
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,2136
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,16715
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,50862
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,86685
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,68696
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,0
2017,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,124424
