Calendar Year,Payer,Very Low Birthweight Status,Grouper,Birth Characteristic, Number of Births 
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,862
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,193
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,983
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1933
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,12
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,388
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,15
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,198
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,9
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1710
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,101
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,110
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,397
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,895
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,719
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,1314
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,0
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,933
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1668
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,99
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,228
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,606
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,2322
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2703
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,152
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,73
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2636
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,261
2016,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,31
2016,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,25908
2016,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,196526
2016,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,11270
2016,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,21353
2016,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,201081
2016,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,11270
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,991
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,2272
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,17793
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,54047
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,90407
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,68179
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,15
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,126804
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,29600
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,6899
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,57354
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,13047
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,84016
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,149504
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,184
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,6703
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,501
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,54211
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,677
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,65015
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,9395
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,7583
2016,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,89619
2016,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,91770
2016,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,75149
2016,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,66785
2016,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,116971
2016,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,89752
2016,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,9308
2016,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,17673
2016,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,8152
2016,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,225552
2016,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,220047
2016,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,2193
2016,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,11464
2016,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,220451
2016,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,1983
2016,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,11270
2016,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,2
2016,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,16
2016,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,6
2016,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,3
2016,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,15
2016,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,6
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,3
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,6
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,5
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,10
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,5
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,9
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,1
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,7
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,2
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,8
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,16
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,5
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,2
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,10
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2016,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,4
2016,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,9
2016,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,5
2016,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,10
2016,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,2
2016,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,14
2016,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,1
2016,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,7
2016,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,8
2016,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,16
2016,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,18
2016,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2016,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,6
2016,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,18
2016,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2016,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,6
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,381
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,1758
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,179
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,725
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1414
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,179
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,16
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,28
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,146
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,468
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,839
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,821
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,1065
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,329
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,82
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,652
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,190
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,809
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1501
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,8
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,143
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,5
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,486
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,7
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,721
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,153
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,91
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,712
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,899
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,694
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,725
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,0
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,891
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1072
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,67
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,288
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,766
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,1552
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2109
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,25
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,184
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2107
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,32
2016,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,179
2017,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,26555
2017,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,201224
2017,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,1410
2017,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,24485
2017,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,203294
2017,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,1410
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,3858
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,11665
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,58672
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,70060
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,50481
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,34453
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,0
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,18790
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,81076
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,53164
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,66160
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,9999
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,89022
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,140040
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,127
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,15526
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,913
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,15464
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,962
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,150774
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,4298
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,5594
2017,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,35658
2017,Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,66411
2017,Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,61776
2017,Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,101002
2017,Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,0
2017,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,82694
2017,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,132138
2017,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,7523
2017,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,6834
2017,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,5354
2017,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,223835
2017,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,219558
2017,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,7542
2017,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,2089
2017,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,218087
2017,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,9692
2017,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,1410
2017,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,0
2017,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,34
2017,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,1
2017,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,1
2017,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,33
2017,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,1
2017,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2017,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,7
2017,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,7
2017,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,12
2017,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,3
2017,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,5
2017,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2017,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,2
2017,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,15
2017,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,7
2017,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,10
2017,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,1
2017,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,11
2017,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,24
2017,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2017,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,5
2017,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
